brand,series,collection,productName,subTitle,productId,imageUrl
DIOR/迪奥,Lady Dior,,黑色 羊皮 戴妃包 17 M0505PCAL-M900,格纹|羊皮,207748,https://sr.aihuishou.com/image/4392774803219451656.png
DIOR/迪奥,Lady Dior,,樱桃红色 羊皮 戴妃包 24 M0565ONGE-M52R,车缝线|羊皮,207770,https://sr.aihuishou.com/image/8895479639144731845.png
DIOR/迪奥,Lady Dior,,黑色 漆皮 戴妃包 32 M0566OWCB-M900,藤格纹|漆皮,207489,https://sr.aihuishou.com/image/3590239578406891811.png
DIOR/迪奥,Lady Dior,,黑色 羊皮 戴妃包 24 M0565ONGE-M900,褶皱|羊皮,207768,https://sr.aihuishou.com/image/435011742263299836.png
DIOR/迪奥,Lady Dior,,奶白色 羊皮 戴妃包 10.2 S0856ONGE-M030,车缝线|羊皮,208000,https://sr.aihuishou.com/image/516676362127654729.png
DIOR/迪奥,Lady Dior,,灰色 羊皮 戴妃包 20 M0538OCAL-M34G,格纹|羊皮,207758,https://sr.aihuishou.com/image/8847712025249767147.png
MCM,Toni,,棕色拼干邑色 人造革 菜篮子 19 MWPAATN04CO001,老花|人造革,217984,https://sr.aihuishou.com/image/2871406344147014031.png
MCM,Toni,,黑色 帆布 菜篮子 18 MWPAATN04BK001,帆布,217990,https://sr.aihuishou.com/image/2695298963607791360.png
MCM,Toni,,米色 帆布 菜篮子 19 MWPAATN04I8001,印花|帆布,218032,https://sr.aihuishou.com/image/4036098273983910712.png
MCM,Toni,,轻雾粉 皮革 菜篮子 18.5 MWPAATN04QH001,印花|皮革,218067,https://sr.aihuishou.com/image/8658118980847627663.png
MCM,Toni,,棕色干邑色 牛皮 菜篮子 32 MWPAATN03CO001,牛皮,197056,https://aihuishou-internal.oss-cn-hangzhou.aliyuncs.com/image/4194210566795732616.png
MCM,Toni,,棕色拼干邑色 帆布 菜篮子 35.5 MWPAATN01CO001,印花|帆布,218030,https://sr.aihuishou.com/image/7371267905619503778.png
MCM,Toni,,黑色 人造革 菜篮子 22.1 MWPFSMT02BK001,人造革,218061,https://sr.aihuishou.com/image/5617121474911338264.png
MCM,Toni,,紫色 帆布 菜篮子 16 MWPFAMT09UN,帆布,218031,https://sr.aihuishou.com/image/6046230266895734123.png
MCM,Stark,,棕色干邑色 帆布 双肩包 22 MMKAAVE10CO001,帆布,218029,https://sr.aihuishou.com/image/4657961448359078601.png
MCM,Stark,,棕色 皮革 双肩包 33.5 MMKAAVE09CO001,老花|皮革,217982,https://sr.aihuishou.com/image/2518514800080099746.png
MCM,Stark,,棕色干邑色 人造革 双肩包 37 MMKAAVE32CO001,人造革,218100,https://sr.aihuishou.com/image/6206395358543919373.png
MCM,Stark,,米色 皮革 双肩包 26 MMKAAVE15I8001,印花|皮革,217918,https://sr.aihuishou.com/image/4614253889758956919.png
MCM,Stark,,黑色 皮革 双肩包 35.5 MMKAAVE09BK001,字母|皮革,217927,https://sr.aihuishou.com/image/3693015474934225859.png
MCM,Stark,,黑色 帆布 双肩包 12.7 MMKAAVE15BK001,皮革,197108,https://aihuishou-internal.oss-cn-hangzhou.aliyuncs.com/image/8710628732119176357.png
MCM,Stark,,干邑色 帆布 双肩包 27 MMK6SVE37CO001,老花|帆布,217985,https://sr.aihuishou.com/image/5748072069696371089.png
MCM,Stark,,棕色 帆布 双肩包 17.5 MMK6SVE92CO001,老花|帆布,217901,https://sr.aihuishou.com/image/6403235754522484630.png
MCM,Stark,,棕色干邑色 帆布 双肩包 26 MMKBAVE05CO001,帆布,218027,https://sr.aihuishou.com/image/6030094698564533115.png
MCM,Stark,,棕色干邑色 帆布 双肩包 17.5 MMKDSVE11CO001,帆布,218055,https://sr.aihuishou.com/image/6855415730471067551.png
MCM,Stark,,黑色 牛皮 双肩包 17.5 MMK6SVE92BK001,车缝线|牛皮,217902,https://sr.aihuishou.com/image/7164756308048175066.png
MCM,Stark,,黑色 皮革 双肩包 38 MMK7AVE99BK001,皮革,218052,https://sr.aihuishou.com/image/4439701293881652852.png
Balenciaga/巴黎世家,Hourglass,,黑色 牛皮 沙漏包 11.9 6646761LR671000,鳄鱼纹|牛皮,199706,https://aihuishou-internal.oss-cn-hangzhou.aliyuncs.com/image/5259318279913534240.png
Balenciaga/巴黎世家,Hourglass,,白色 牛皮 沙漏包 22.9 5935461LRGM9016,压花|牛皮,199716,https://aihuishou-internal.oss-cn-hangzhou.aliyuncs.com/image/481088208590459681.png
